gender,workActivity,occupationIndustry,totalIncome,relationshipStatus,habitationStatus,schoolAttendance,schools,age,cust_id_new,em_elig,dm_elig,lang
Female,fulltime,4854 School and employee bus transportation,47951,Married,With Spouse,,,37,120200,Y,N,F
Other,fulltime,4451 Grocery stores,41300.6,Married,With Spouse,,,45,120201,Y,Y,E
Female,fulltime,6113 Universities,35869.9,Married,With Spouse,,,51,120202,N,Y,E
Male,fulltime,Retired,60552.8,Married,With Spouse,,,42,120203,Y,Y,F
Male,parttime,"9130 Local, municipal and regional public administration (9131 and 9",425969.3,Married,With Spouse,,,60,120204,Y,Y,E
Male,fulltime,9120 Provincial and territorial public administration (9121 to 9129),101688.4,Divorced,,,,52,120205,Y,N,E
Other,fulltime,Retired,39062.1,Married,With Spouse,,,39,120206,N,Y,F
Male,parttime,8121 Personal care services,421522.6,Divorced,With Parent,,,52,120207,Y,Y,E
Other,parttime,6111 Elementary and secondary schools,407935.51,Single,With Parent,College,,32,120208,Y,Y,E
Male,fulltime,"4161 Electrical, plumbing, heating and air-conditioning equipment an",66880.55,Married,With Spouse,,,63,120209,Y,Y,F
Male,parttime,"5412 Accounting, tax preparation, bookkeeping and payroll services",417508.81,Single,With Spouse,Apprenticeship,,31,120210,N,N,E
Male,parttime,6220 Hospitals (6221 to 6223),422559.55,Married,With Spouse,,,59,120211,Y,Y,E
Female,parttime,3231 Printing and related support activities,425005.9,Married,With Spouse,,,68,120212,Y,Y,F
Male,fulltime,,400000,Single,With Parent,College,,26,120213,Y,Y,E
Male,fulltime,Retired,424280.9,Married,With Spouse,,,43,120214,N,Y,E
Male,fulltime,6220 Hospitals (6221 to 6223),103331.8,Single,,,,52,120215,Y,N,F
Female,fulltime,,85858,Single,Group,,,35,120216,Y,Y,E
Other,fulltime,6241 Individual and family services,122931.6,Married,,,,52,120217,Y,Y,E
Female,fulltime,9120 Provincial and territorial public administration (9121 to 9129),44257,Single,Group,,,41,120218,N,Y,F
Other,fulltime,,400000,Married,With Spouse,,,54,120219,Y,Y,E
Male,fulltime,6113 Universities,36549.35,Single,With Spouse,,,66,120220,Y,N,E
Other,parttime,6116 Other school and instruction,427097.8,Married,With Spouse,,,73,120221,Y,Y,F
Female,parttime,6111 Elementary and secondary schools,418427,Married,With Spouse,,,43,120222,N,Y,E
Female,fulltime,6113 Universities,69486.45,Married,With Spouse,,,54,120223,Y,Y,E
Male,fulltime,Retired,420038.9,Married,With Spouse,,,76,120224,Y,Y,F
Female,fulltime,"5412 Accounting, tax preparation, bookkeeping and payroll services",47387,Married,With Spouse,,,41,120225,Y,N,E
Female,parttime,"5418 Advertising, public relations, and related services",411526.35,Married,With Spouse,,,73,120226,N,Y,E
Other,fulltime,,400000,Single,With Parent,Secondary,1,30,120227,Y,Y,F
Other,parttime,7211 Traveller accommodations,418730.2,Married,With Spouse,,,65,120228,Y,Y,E
Female,parttime,7223 Special food services,418050.95,Married,With Spouse,,,67,120229,Y,Y,E
Male,parttime,5172 Wireless telecommunications carriers (except satellite),406508.92,Single,With Parent,College,,33,120230,N,N,F
Male,fulltime,6111 Elementary and secondary schools,43996.4,Married,With Spouse,,,72,120231,Y,Y,E
Female,fulltime,,400000,Single,With Parent,Secondary,1,28,120232,Y,Y,E
Male,fulltime,,400000,Single,With Parent,Secondary,1,29,120233,Y,Y,F
Female,fulltime,5614 Business support services,51446,Married,With Spouse,,,39,120234,N,Y,E
Male,fulltime,6113 Universities,46812.2,Separate,,,,67,120235,Y,N,E
Female,fulltime,7139 Other amusement and recreation industries,50797.45,Married,With Spouse,,,69,120236,Y,Y,F
Other,parttime,6220 Hospitals (6221 to 6223),408961.48,Single,With Parent,College,,25,120237,Y,Y,E
Female,parttime,4885 Freight transportation arrangement,415070.44,Married,With Spouse,Apprenticeship,,33,120238,N,Y,E
Male,fulltime,6220 Hospitals (6221 to 6223),236537.75,Married,With Spouse,,,59,120239,Y,Y,F
Female,parttime,4451 Grocery stores,422987.8,Divorced,With Parent,,,48,120240,Y,N,E
Female,fulltime,Retired,432440.8,Widowed,Group,,,42,120241,Y,Y,E
Male,fulltime,6241 Individual and family services,431925,Married,,,,35,120242,N,Y,F
Female,parttime,5411 Legal services,407147.47,Single,With Parent,College,,34,120243,Y,Y,E
Male,fulltime,5414 Specialized design services,45906.85,Married,With Spouse,,,73,120244,Y,Y,E
Male,fulltime,"5412 Accounting, tax preparation, bookkeeping and payroll services",76792.1,Separate,,,,53,120245,Y,N,F
Female,fulltime,,400000,Single,With Parent,Secondary,1,28,120246,N,Y,E
Male,parttime,5411 Legal services,418847.29,Single,With Parent,Apprenticeship,,32,120247,Y,Y,E
Female,parttime,2212 Natural gas distribution,430488.35,Married,With Spouse,,,66,120248,Y,Y,F
Male,fulltime,,400000,Single,With Parent,Middle,1,27,120249,Y,Y,E
Male,parttime,9120 Provincial and territorial public administration (9121 to 9129),416634.97,Single,With Parent,Apprenticeship,,29,120250,N,N,E
Female,fulltime,5221 Depository credit intermediation,169594,Single,,,,39,120251,Y,Y,F
Male,parttime,5239 Other financial investment activities,413954.38,Single,With Spouse,Apprenticeship,,31,120252,Y,Y,E
Male,parttime,4911 Postal service,406599.67,Single,With Parent,Apprenticeship,,27,120253,Y,Y,E
Female,fulltime,5221 Depository credit intermediation,420981.4,Single,Group,College,,32,120254,N,Y,F
Male,fulltime,9120 Provincial and territorial public administration (9121 to 9129),39483.4,Married,With Spouse,,,48,120255,Y,N,E
Other,fulltime,4931 Warehousing and storage,427683,Married,With Spouse,,,41,120256,Y,Y,E
Female,fulltime,Retired,45692.5,Widowed,Group,,,54,120257,Y,Y,F
Male,fulltime,5171 Wired telecommunications carriers,97255,Separate,,,,42,120258,N,Y,E
Female,fulltime,Retired,418272.8,Married,With Spouse,,,52,120259,Y,Y,E
Male,fulltime,,400000,Single,With Parent,Secondary,1,32,120260,Y,N,F
Female,parttime,4421 Furniture stores,410672.53,Married,With Spouse,Apprenticeship,,32,120261,Y,Y,E
Female,fulltime,5613 Employment services,52724.05,Married,With Spouse,,,54,120262,N,Y,E
Female,fulltime,,400000,Single,With Parent,Secondary,1,30,120263,Y,Y,F
Other,parttime,"5416 Management, scientific and technical consulting services",407874.79,Single,With Parent,College,,34,120264,Y,Y,E
Male,fulltime,Retired,417689,Married,With Spouse,,,77,120265,Y,N,E
Other,parttime,5221 Depository credit intermediation,417266.25,Married,With Spouse,,,68,120266,N,Y,F
Other,fulltime,6230 Nursing and residential care facilities (6231 to 6239),61201.85,Divorced,With Spouse,,,60,120267,Y,Y,E
Female,fulltime,,400000,Single,With Parent,Middle,1,26,120268,Y,Y,E
Other,fulltime,,400000,Married,With Spouse,,,65,120269,Y,Y,F
Female,parttime,8141 Private households,423281.75,Married,With Spouse,,,53,120270,N,N,E
Female,fulltime,Retired,79333.1,Widowed,,,,78,120271,Y,Y,E
Female,fulltime,5615 Travel arrangement and reservation services,428009,Married,With Spouse,,,35,120272,Y,Y,F
Male,parttime,5221 Depository credit intermediation,412408,Single,With Parent,College,,34,120273,Y,Y,E
Female,fulltime,,400000,Married,With Spouse,,,36,120274,N,Y,E
Male,parttime,5172 Wireless telecommunications carriers (except satellite),404108.17,Married,,Apprenticeship,,28,120275,Y,N,F
Female,parttime,"5416 Management, scientific and technical consulting services",404967.16,Single,With Parent,Apprenticeship,,27,120276,Y,Y,E
Female,fulltime,Retired,417053.4,Married,With Spouse,,,44,120277,Y,Y,E
Male,parttime,4911 Postal service,425221.8,Married,With Spouse,,,63,120278,N,Y,F
Female,fulltime,5415 Computer systems design and related services,54827,Married,With Spouse,,,40,120279,Y,Y,E
Male,fulltime,5221 Depository credit intermediation,54927.4,Married,With Spouse,,,45,120280,Y,N,E
Male,fulltime,4851 Urban transit systems,84104,Married,With Spouse,,,41,120281,Y,Y,F
Female,parttime,4143 Home furnishings wholesaler-distributors,410332.3,Single,,Apprenticeship,,31,120282,N,Y,E
Male,fulltime,2382 Building equipment contractors,43116,Married,With Spouse,,,42,120283,Y,Y,E
Male,fulltime,2382 Building equipment contractors,88544.5,Single,,,,51,120284,Y,Y,F
Female,fulltime,Retired,414129.5,Married,With Spouse,,,47,120285,Y,N,E
Female,parttime,4481 Clothing stores,411645.04,Married,With Spouse,Apprenticeship,,33,120286,N,Y,E
Female,fulltime,4131 Food wholesaler-distributors,119689.7,Single,,,,54,120287,Y,Y,F
Male,fulltime,7222 Limited-service restaurants,35248.4,Married,With Spouse,,,53,120288,Y,Y,E
Male,fulltime,5615 Travel arrangement and reservation services,90665.3,Divorced,,,,50,120289,Y,Y,E
Male,fulltime,7221 Full-service restaurants,46514.85,Married,With Spouse,,,64,120290,N,N,F
Male,fulltime,5239 Other financial investment activities,431399,Separate,Group,,,39,120291,Y,Y,E
Male,fulltime,6113 Universities,155468.5,Single,,,,44,120292,Y,Y,E
Female,fulltime,,400000,Single,With Parent,Elementary,1,27,120293,Y,Y,F
Female,parttime,5231 Securities and commodity contracts intermediation and brokerage,431616.95,Married,With Spouse,,,73,120294,N,Y,E
Female,fulltime,Retired,420769,Widowed,Group,,,57,120295,Y,N,E
Other,fulltime,5617 Services to buildings and dwellings,422921,Married,With Spouse,,,37,120296,Y,Y,F
Female,fulltime,,400000,Single,With Parent,Secondary,1,30,120297,Y,Y,E
Male,fulltime,Retired,411256,Married,With Spouse,,,77,120298,N,Y,E
Female,parttime,"5418 Advertising, public relations, and related services",433484.65,Married,With Spouse,,,65,120299,Y,Y,F
Male,parttime,4521 Department stores,433687.5,Divorced,Group,,,50,120300,Y,N,E
Female,fulltime,5411 Legal services,63373.05,Divorced,With Spouse,,,59,120301,Y,Y,E
Male,fulltime,3371 Household and institutional furniture and kitchen cabinet manuf,165187.15,Divorced,,,,54,120302,N,Y,F
Female,fulltime,,400000,Single,With Parent,Secondary,1,30,120303,Y,Y,E
Male,fulltime,Retired,41237.7,Married,With Spouse,,,47,120304,Y,Y,E
Male,fulltime,7223 Special food services,49213.8,Married,With Spouse,,,66,120305,Y,N,F
Female,fulltime,Retired,91721.7,Widowed,,,,54,120306,N,Y,E
Male,parttime,3151 Clothing knitting mills,406393.75,Single,With Parent,Apprenticeship,,31,120307,Y,Y,E
Male,fulltime,5241 Insurance carriers,50096.97,Single,,Apprenticeship,,29,120308,Y,Y,F
Female,parttime,5221 Depository credit intermediation,423334.65,Married,With Spouse,,,55,120309,Y,Y,E
Female,fulltime,9112-9119 Other federal services,43538.88,Single,Group,Apprenticeship,,30,120310,N,N,E
Male,fulltime,,400000,Single,,College,,26,120311,Y,Y,F
Male,fulltime,Retired,114991.8,Married,With Spouse,,,78,120312,Y,Y,E
Female,fulltime,7221 Full-service restaurants,423731.29,Single,,Apprenticeship,,34,120313,Y,Y,E
Female,fulltime,,400000,Single,With Parent,Secondary,1,32,120314,N,Y,F
Other,fulltime,9120 Provincial and territorial public administration (9121 to 9129),43679.3,Married,With Spouse,,,58,120315,Y,N,E
Male,fulltime,Retired,74988.2,Divorced,,,,41,120316,Y,Y,E
Female,parttime,4451 Grocery stores,412103.74,Single,With Parent,Apprenticeship,,30,120317,Y,Y,F
Female,fulltime,Retired,108260.6,Widowed,,,,44,120318,N,Y,E
Male,fulltime,5312 Offices of real estate agents and brokers,422772.97,Single,,Apprenticeship,,30,120319,Y,Y,E
Female,fulltime,Retired,414770.7,Widowed,Group,,,57,120320,Y,N,F
Female,fulltime,5171 Wired telecommunications carriers,40208,Married,With Spouse,,,35,120321,Y,Y,E
Male,parttime,"5412 Accounting, tax preparation, bookkeeping and payroll services",425898.9,Married,With Spouse,,,72,120322,N,Y,E
Female,fulltime,4481 Clothing stores,103708.15,Divorced,,,,58,120323,Y,Y,F
Male,fulltime,4441 Building material and supplies dealers,58155.5,Married,With Spouse,,,58,120324,Y,Y,E
Male,parttime,5222 Non-depository credit intermediation,410544.82,Single,With Spouse,Apprenticeship,,31,120325,Y,N,E
Male,parttime,5415 Computer systems design and related services,434096.7,Married,With Spouse,,,53,120326,N,Y,F
Female,fulltime,5121 Motion picture and video industries,421024.3,Divorced,,Apprenticeship,,33,120327,Y,Y,E
Female,fulltime,Retired,72361.8,Widowed,,,,51,120328,Y,Y,E
Female,parttime,6111 Elementary and secondary schools,411481.7,Separate,Group,,,71,120329,Y,Y,F
Female,fulltime,6216 Home health care services,78724,Single,,,,39,120330,N,N,E
Female,fulltime,5615 Travel arrangement and reservation services,73593.1,Single,Group,,,54,120331,Y,Y,E
Male,parttime,"5111 Newspaper, periodical, book and director publishers",416720.11,Single,,Apprenticeship,,28,120332,Y,Y,F
Female,fulltime,Retired,81505.9,Widowed,Group,,,44,120333,Y,Y,E
Male,fulltime,,400000,Single,With Parent,Middle,1,27,120334,N,Y,E
Male,fulltime,"5242 Agencies, brokerages and other insurance related activities",43355.15,Married,With Spouse,,,64,120335,Y,N,F
Male,parttime,6113 Universities,407120.08,Single,With Parent,Apprenticeship,,28,120336,Y,Y,E
Male,fulltime,4421 Furniture stores,66506,Married,With Spouse,,,36,120337,Y,Y,E
Female,parttime,5221 Depository credit intermediation,431245.5,Married,With Spouse,,,66,120338,N,Y,F
Male,fulltime,Retired,36448.3,Married,With Spouse,,,45,120339,Y,Y,E
Female,fulltime,"5242 Agencies, brokerages and other insurance related activities",77329,Single,,,,35,120340,Y,N,E
Male,fulltime,5221 Depository credit intermediation,423133,Separate,With Parent,,,37,120341,Y,Y,F
Male,fulltime,,400000,Married,,Secondary,1,31,120342,N,Y,E
Male,parttime,5411 Legal services,405273.4,Single,With Parent,Apprenticeship,,29,120343,Y,Y,E
Female,fulltime,5239 Other financial investment activities,429357.79,Married,With Spouse,Apprenticeship,,33,120344,Y,Y,F
Female,fulltime,"4453 Beer, wine and liquor stores",81752,Single,,,,36,120345,Y,N,E
Female,fulltime,,125906,Single,Group,,,43,120346,N,Y,E
Male,parttime,7221 Full-service restaurants,409501.69,Single,With Parent,Apprenticeship,,27,120347,Y,Y,F
Male,parttime,6230 Nursing and residential care facilities (6231 to 6239),433884.4,Married,With Spouse,,,47,120348,Y,Y,E
Male,fulltime,4143 Home furnishings wholesaler-distributors,39784.25,Married,With Spouse,,,58,120349,Y,Y,E
Male,fulltime,Retired,423643.2,Married,With Spouse,,,40,120350,N,N,F
Male,parttime,8121 Personal care services,405385.6,Single,With Parent,College,,34,120351,Y,Y,E
Male,fulltime,Retired,81685.8,Separate,,,,56,120352,Y,Y,E
Male,fulltime,7222 Limited-service restaurants,35763,Married,With Spouse,,,34,120353,Y,Y,F
Female,fulltime,Retired,430903.6,Married,With Spouse,,,41,120354,N,Y,E
Female,fulltime,5241 Insurance carriers,425337.4,Single,,College,,34,120355,Y,N,E
Male,fulltime,4811 Scheduled air transportation,68946,Single,Group,,,39,120356,Y,Y,F
Male,fulltime,Retired,132619.9,Widowed,,,,49,120357,Y,Y,E
Male,fulltime,Retired,427087.2,Married,With Spouse,,,74,120358,N,Y,E
Male,fulltime,5312 Offices of real estate agents and brokers,61864.25,Married,With Spouse,,,57,120359,Y,Y,F
Other,fulltime,Retired,432423.3,Married,With Spouse,,,42,120360,Y,N,E
Male,fulltime,"5242 Agencies, brokerages and other insurance related activities",54623,Married,With Spouse,,,39,120361,Y,Y,E
Male,fulltime,4451 Grocery stores,427750.36,Separate,,Apprenticeship,,30,120362,N,Y,F
Female,parttime,3113 Sugar and confectionery product manufacturing,406611.22,Single,With Parent,Apprenticeship,,28,120363,Y,Y,E
Male,parttime,6216 Home health care services,404552.68,Single,With Parent,Apprenticeship,,31,120364,Y,Y,E
Other,fulltime,5411 Legal services,56352,Married,With Spouse,,,43,120365,Y,N,F
Female,fulltime,5172 Wireless telecommunications carriers (except satellite),99004.65,Widowed,,,,61,120366,N,Y,E
Female,parttime,4481 Clothing stores,410602.57,Single,With Parent,Apprenticeship,,30,120367,Y,Y,E
Female,parttime,3364 Aerospace product and parts manufacturing,406439.95,Married,With Spouse,Apprenticeship,,28,120368,Y,Y,F
Female,parttime,4451 Grocery stores,433957.75,Married,With Spouse,,,70,120369,Y,Y,E
Female,parttime,"5416 Management, scientific and technical consulting services",426426.15,Married,With Spouse,,,65,120370,N,N,E
Male,fulltime,5312 Offices of real estate agents and brokers,90571,Divorced,,,,42,120371,Y,Y,F
Female,fulltime,6220 Hospitals (6221 to 6223),82681,Single,,,,41,120372,Y,Y,E
Female,fulltime,Retired,422619.8,Married,With Spouse,,,43,120373,Y,Y,E
Female,fulltime,5121 Motion picture and video industries,42566,Separate,Group,,,36,120374,N,Y,F
Female,parttime,3329 Other fabricated metal product manufacturing,408670.09,Single,With Parent,Apprenticeship,,29,120375,Y,N,E
Male,parttime,"5412 Accounting, tax preparation, bookkeeping and payroll services",406860.04,Single,With Parent,Apprenticeship,,34,120376,Y,Y,E
Male,parttime,"5412 Accounting, tax preparation, bookkeeping and payroll services",405678.97,Married,With Spouse,Apprenticeship,,33,120377,Y,Y,F
Male,fulltime,4452 Specialty food stores,37082.9,Divorced,With Spouse,,,62,120378,N,Y,E
Female,fulltime,2361 Residential building construction,421530.19,Married,With Spouse,College,,34,120379,Y,Y,E
Female,parttime,5221 Depository credit intermediation,422464.2,Married,With Spouse,,,47,120380,Y,N,F
Other,fulltime,"5242 Agencies, brokerages and other insurance related activities",42803,Single,With Spouse,,,57,120381,Y,Y,E
Male,parttime,4884 Support activities for road transportation,414748.69,Single,With Spouse,Apprenticeship,,29,120382,N,Y,E
Male,fulltime,2382 Building equipment contractors,58992.7,Single,Group,,,54,120383,Y,Y,F
Female,fulltime,Retired,429768.9,Married,With Spouse,,,78,120384,Y,Y,E
Male,fulltime,"5418 Advertising, public relations, and related services",202904.85,Divorced,,,,62,120385,Y,N,E
Female,parttime,7221 Full-service restaurants,413295.04,Married,With Spouse,Apprenticeship,,29,120386,N,Y,F
Male,parttime,5415 Computer systems design and related services,411407.44,Single,With Parent,Apprenticeship,,32,120387,Y,Y,E
Female,fulltime,Retired,167820.1,Widowed,,,,46,120388,Y,Y,E
